label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
dumping,0.738854706287384,0.44951435923576355,-0.5063011646270752,0.7620933651924133,0.4321928024291992,-0.45651236176490784,0.7624955773353577,0.43045565485954285,-0.45681092143058777,0.7628012299537659,0.42824190855026245,-0.4572363793849945,0.7585254311561584,0.4274616539478302,-0.5431004166603088,0.756287157535553,0.42292019724845886,-0.5433352589607239,0.7534769773483276,0.41796156764030457,-0.5432460904121399,0.738459587097168,0.40288227796554565,-0.21112766861915588,0.723785400390625,0.3901691734790802,-0.6044769883155823,0.705897867679596,0.44942203164100647,-0.40956735610961914,0.6988329887390137,0.44171810150146484,-0.5241655111312866,0.613857090473175,0.4630216360092163,0.04194781556725502,0.5072844624519348,0.33132269978523254,-0.6808101534843445,0.577174723148346,0.6166613698005676,0.11867191642522812,0.24703827500343323,0.36030447483062744,-0.8184558749198914,0.6286418437957764,0.7695302963256836,-0.1592254638671875,0.28075850009918213,0.5023517608642578,-0.9217569231987,0.6460022330284119,0.8180205821990967,-0.19066502153873444,0.28707608580589294,0.5415536165237427,-1.0288877487182617,0.6516769528388977,0.8215862512588501,-0.2999328374862671,0.3224809765815735,0.5427590012550354,-1.0271700620651245,0.6418057680130005,0.8039571046829224,-0.21412992477416992,0.32667064666748047,0.5327579379081726,-0.9235866069793701,0.2733522951602936,0.47122034430503845,0.271918386220932,0.13722287118434906,0.44271934032440186,-0.27089253067970276,0.45587214827537537,0.6355125308036804,0.2645930349826813,0.34726688265800476,0.6375532150268555,-0.4895778000354767,0.3698089122772217,0.8608711957931519,0.30115994811058044,0.31649917364120483,0.8845680952072144,-0.5540357828140259,0.3155142664909363,0.9119449853897095,0.29514598846435547,0.2674035131931305,0.9335581064224243,-0.572224497795105,0.4921579957008362,0.9196062088012695,0.12626463174819946,0.45981502532958984,0.9311730861663818,-0.8492887020111084
dumping,0.2247416377067566,0.2250584363937378,-0.03214747831225395,0.2205609828233719,0.2053457796573639,-0.07071343064308167,0.22265930473804474,0.20314061641693115,-0.07080728560686111,0.22496220469474792,0.20077672600746155,-0.07093095034360886,0.21878843009471893,0.20590806007385254,-0.015744134783744812,0.21955975890159607,0.2041078507900238,-0.01578044332563877,0.2203766405582428,0.20214441418647766,-0.01593787595629692,0.2527385354042053,0.18796560168266296,-0.1670733243227005,0.2480296790599823,0.18844729661941528,0.07457327842712402,0.24508212506771088,0.2330700159072876,-0.06187761202454567,0.24216242134571075,0.2338767796754837,0.008985011838376522,0.3571908473968506,0.24635754525661469,-0.2927981913089752,0.34868571162223816,0.24187541007995605,0.24514465034008026,0.47815489768981934,0.2970600128173828,-0.3282625377178192,0.46928340196609497,0.30889567732810974,0.33206403255462646,0.5585047602653503,0.3378939628601074,-0.2529851496219635,0.5407329797744751,0.34932151436805725,0.2954866588115692,0.5861637592315674,0.3508392870426178,-0.2872941195964813,0.5621923804283142,0.3604283928871155,0.309516042470932,0.5815642476081848,0.3523625433444977,-0.27350538969039917,0.5695056915283203,0.36013859510421753,0.2687232196331024,0.5730608105659485,0.35069936513900757,-0.244185671210289,0.562009334564209,0.3553304672241211,0.27711546421051025,0.5804072618484497,0.444315642118454,-0.17600323259830475,0.5573225021362305,0.4414076805114746,0.1761581301689148,0.4955978989601135,0.6699796915054321,-0.09867704659700394,0.5033882260322571,0.6477633714675903,0.2225600630044937,0.522651731967926,0.8993891477584839,0.02628489024937153,0.5153353810310364,0.8576159477233887,0.3378041088581085,0.5620055198669434,0.9274471998214722,0.03857465460896492,0.5475237369537354,0.8770066499710083,0.34460052847862244,0.4350135922431946,0.9429551362991333,-0.010069872252643108,0.41531896591186523,0.8904628753662109,0.30503469705581665
dumping,0.3854896128177643,0.5406712889671326,-0.2794242799282074,0.37200018763542175,0.53462153673172,-0.3317525386810303,0.37567445635795593,0.5321906805038452,-0.33155837655067444,0.37975233793258667,0.5297170877456665,-0.3313198387622833,0.36369654536247253,0.5351409316062927,-0.29527050256729126,0.36141493916511536,0.5331920385360718,-0.29563939571380615,0.35937583446502686,0.5309394001960754,-0.2958519160747528,0.3972145617008209,0.5070635080337524,-0.4629186689853668,0.36861303448677063,0.50679612159729,-0.29268425703048706,0.4107051193714142,0.5279132723808289,-0.31733596324920654,0.4030105769634247,0.5276104807853699,-0.26920410990715027,0.5515484809875488,0.4940130114555359,-0.5130887627601624,0.37786009907722473,0.4600009322166443,-0.1421016901731491,0.6217788457870483,0.5872256755828857,-0.3813532590866089,0.459250271320343,0.5512446165084839,0.08005254715681076,0.6040382385253906,0.6872373819351196,-0.11190322786569595,0.5445512533187866,0.6469351649284363,0.11742179840803146,0.6053584814071655,0.71013343334198,-0.17244206368923187,0.548439621925354,0.6796903610229492,0.11244741827249527,0.6083147525787354,0.7111165523529053,-0.1746768057346344,0.5548418760299683,0.6766185164451599,0.025753580033779144,0.5992984771728516,0.6957175731658936,-0.11390910297632217,0.5578626394271851,0.6699498295783997,0.08640532940626144,0.7287567853927612,0.3880741000175476,-0.14928367733955383,0.6287830471992493,0.3815949261188507,0.14926868677139282,0.6572861671447754,0.5602902173995972,-0.1697005182504654,0.506130576133728,0.5420107245445251,0.24414107203483582,0.7329657077789307,0.7439815998077393,-0.09329421073198318,0.5586041212081909,0.706230640411377,0.4280910789966583,0.7591754794120789,0.7616601586341858,-0.09358878433704376,0.57504802942276,0.7295622825622559,0.4379746615886688,0.6648716330528259,0.8074098825454712,-0.2699183523654938,0.47774145007133484,0.7696823477745056,0.3165476620197296
dumping,0.26762112975120544,0.3739962577819824,-0.16517259180545807,0.26149195432662964,0.35571789741516113,-0.21073536574840546,0.26409950852394104,0.35370299220085144,-0.2108764499425888,0.26698219776153564,0.3515107035636902,-0.21097540855407715,0.2593308091163635,0.35520029067993164,-0.1312803328037262,0.2602460980415344,0.35282641649246216,-0.13149520754814148,0.26141834259033203,0.35020774602890015,-0.13180959224700928,0.30297160148620605,0.3392067849636078,-0.3427560329437256,0.296077162027359,0.3377949595451355,0.012478545308113098,0.2925064265727997,0.3785029947757721,-0.21059781312942505,0.290268212556839,0.37831252813339233,-0.10689055919647217,0.464300274848938,0.3824988603591919,-0.5056073069572449,0.4010004997253418,0.38592156767845154,0.22756962478160858,0.49173060059547424,0.5127449035644531,-0.5352838635444641,0.40877655148506165,0.49010518193244934,0.34592539072036743,0.3125437796115875,0.5493438243865967,-0.3853982090950012,0.2718764841556549,0.5399283170700073,0.1335216611623764,0.2670413553714752,0.5570688247680664,-0.4429320991039276,0.23141169548034668,0.5477420687675476,0.12146536260843277,0.25620031356811523,0.5444658398628235,-0.4261711835861206,0.2236616611480713,0.5415135025978088,0.054751139134168625,0.27107277512550354,0.5409144163131714,-0.3746875822544098,0.2395617961883545,0.5373520255088806,0.09679689258337021,0.6740024089813232,0.5273160934448242,-0.2273031324148178,0.6032469868659973,0.5263421535491943,0.22772929072380066,0.6092965006828308,0.7191029191017151,-0.26994457840919495,0.564419686794281,0.7110511064529419,0.10600700229406357,0.5961313247680664,0.9198774099349976,-0.21978378295898438,0.5573475360870361,0.8923289179801941,0.18424342572689056,0.6246997117996216,0.9489958882331848,-0.22163189947605133,0.5777124166488647,0.9192480444908142,0.18673643469810486,0.4712078273296356,0.9443360567092896,-0.40183472633361816,0.44957026839256287,0.9242321252822876,0.048845164477825165
dumping,0.6538079977035522,0.386375367641449,-0.027838965877890587,0.6751511096954346,0.37318477034568787,0.025609757751226425,0.6751179099082947,0.3713015615940094,0.025500105693936348,0.6751481294631958,0.3693799674510956,0.025306101888418198,0.6733569502830505,0.3691064417362213,-0.061158277094364166,0.6720454692840576,0.3649865388870239,-0.061301425099372864,0.670843243598938,0.3607015609741211,-0.061339881271123886,0.6582002639770508,0.3429855406284332,0.24535509943962097,0.6516945362091064,0.3324817717075348,-0.1506631076335907,0.6242944002151489,0.3838232457637787,0.05610411986708641,0.6227660775184631,0.377853125333786,-0.05916688218712807,0.5360976457595825,0.3638608753681183,0.4490824341773987,0.5193736553192139,0.2850840091705322,-0.3151217997074127,0.5395218133926392,0.5053309798240662,0.5407396554946899,0.3038245737552643,0.24898838996887207,-0.45301613211631775,0.5708514451980591,0.6288124918937683,0.34447458386421204,0.16975048184394836,0.3639049828052521,-0.43228405714035034,0.5847485065460205,0.6711938381195068,0.3315518796443939,0.12602263689041138,0.39001259207725525,-0.47874754667282104,0.5869776010513306,0.6734932661056519,0.24712225794792175,0.1426730453968048,0.40583887696266174,-0.48744267225265503,0.5797638893127441,0.6598541140556335,0.297247052192688,0.15828105807304382,0.400068461894989,-0.4299537241458893,0.2379760444164276,0.388872355222702,0.2737412750720978,0.18622373044490814,0.3495011329650879,-0.27352070808410645,0.3487743139266968,0.5879784226417542,0.1992049515247345,0.33997678756713867,0.5856106281280518,-0.33292022347450256,0.29745593667030334,0.8123221397399902,0.1724429875612259,0.29345959424972534,0.831845760345459,-0.323672890663147,0.2588476836681366,0.8537917137145996,0.157858744263649,0.24065150320529938,0.8725388050079346,-0.3326358497142792,0.42002779245376587,0.866041362285614,0.01632889360189438,0.42780739068984985,0.8805837631225586,-0.5195665955543518
dumping,0.18471896648406982,0.21116365492343903,-0.2222716063261032,0.1690928339958191,0.18975667655467987,-0.2674807608127594,0.1721445918083191,0.18692690134048462,-0.2674981355667114,0.1758372187614441,0.1837160736322403,-0.2676759362220764,0.16441911458969116,0.19074977934360504,-0.19594483077526093,0.16415482759475708,0.18865329027175903,-0.19604502618312836,0.16421622037887573,0.18636980652809143,-0.19631418585777283,0.221358522772789,0.15528541803359985,-0.38598397374153137,0.20575129985809326,0.1613374948501587,-0.06637021899223328,0.22971898317337036,0.2099170684814453,-0.2594663202762604,0.22197455167770386,0.21370172500610352,-0.1658507138490677,0.4464462995529175,0.19197258353233337,-0.5382840633392334,0.3673858046531677,0.18980154395103455,0.15197646617889404,0.6626852750778198,0.3372725248336792,-0.4795078933238983,0.5350579023361206,0.3184035122394562,0.29602494835853577,0.5937603712081909,0.5083714723587036,-0.23900286853313446,0.5541582703590393,0.4799637794494629,0.19181281328201294,0.6169888377189636,0.5615315437316895,-0.27431151270866394,0.5669033527374268,0.5204475522041321,0.17803965508937836,0.5901401042938232,0.5660642385482788,-0.27088266611099243,0.563976526260376,0.5350051522254944,0.11243424564599991,0.5819575190544128,0.5510439276695251,-0.22987931966781616,0.5618085861206055,0.5180995464324951,0.15774713456630707,0.7861121296882629,0.3299562633037567,-0.19202889502048492,0.6982264518737793,0.31872761249542236,0.1920376420021057,0.6274633407592773,0.5919334888458252,-0.0968015044927597,0.567588210105896,0.53513103723526,0.28140977025032043,0.6239919066429138,0.8159822225570679,0.16033777594566345,0.6018151044845581,0.7466044425964355,0.4589020311832428,0.6480880975723267,0.8456346988677979,0.1888497918844223,0.6502972841262817,0.7652803659439087,0.47029298543930054,0.5520102381706238,0.8607144355773926,0.1276688277721405,0.5298510789871216,0.8422993421554565,0.3946540355682373
dumping,0.4159208834171295,0.2653625011444092,0.1414950042963028,0.40273725986480713,0.253278523683548,0.06212562695145607,0.4010830521583557,0.2538512051105499,0.0619698204100132,0.399070680141449,0.2546094059944153,0.06187714636325836,0.41036123037338257,0.25094205141067505,0.10414227843284607,0.41429340839385986,0.24982595443725586,0.10417179763317108,0.418504923582077,0.24862027168273926,0.10388926416635513,0.414593905210495,0.2594383656978607,-0.18149720132350922,0.44407039880752563,0.24784648418426514,0.010143588297069073,0.4288942217826843,0.27522027492523193,0.0668313205242157,0.43706220388412476,0.27425849437713623,0.122698113322258,0.4615905284881592,0.34743550419807434,-0.3249529004096985,0.6123931407928467,0.28470152616500854,0.05673789232969284,0.3393940031528473,0.47568684816360474,-0.4405405819416046,0.7710012197494507,0.36312955617904663,0.0689103901386261,0.1915891021490097,0.5254065990447998,-0.37724846601486206,0.7921825647354126,0.4725363254547119,-0.00034263316774740815,0.14835423231124878,0.5423353910446167,-0.42678460478782654,0.7969673871994019,0.5028196573257446,0.004029611591249704,0.1373964548110962,0.5323505401611328,-0.3656845688819885,0.778693437576294,0.5018035173416138,-0.04880047217011452,0.15222293138504028,0.5278037190437317,-0.34769150614738464,0.7720853090286255,0.4915812313556671,-0.020247185602784157,0.6774611473083496,0.5264673233032227,-0.14832860231399536,0.7137381434440613,0.5141028165817261,0.14844858646392822,0.6069894433021545,0.7056020498275757,0.012789172120392323,0.7196650505065918,0.6987086534500122,0.31624290347099304,0.6286705136299133,0.876089334487915,0.21172590553760529,0.771672785282135,0.8633074760437012,0.44958943128585815,0.6848123073577881,0.8914065361022949,0.22257263958454132,0.7970566749572754,0.8913000822067261,0.4618626534938812,0.5381405353546143,0.9099493622779846,0.11629310250282288,0.7176052927970886,0.900127649307251,0.36206430196762085
dumping,0.7337223291397095,0.18404600024223328,-1.7130186557769775,0.7441266179084778,0.1620892435312271,-1.6477967500686646,0.7454931139945984,0.1608233004808426,-1.648154854774475,0.746850848197937,0.15922261774539948,-1.6487581729888916,0.7334156632423401,0.1597006469964981,-1.7594285011291504,0.7262986898422241,0.1571115255355835,-1.759913682937622,0.7171911001205444,0.15381114184856415,-1.760218858718872,0.708500325679779,0.14439657330513,-1.2249377965927124,0.6621403098106384,0.1365525722503662,-1.7324368953704834,0.7102391719818115,0.19618946313858032,-1.5386123657226562,0.6900966763496399,0.19242693483829498,-1.6877901554107666,0.6038232445716858,0.19317975640296936,-0.706577479839325,0.46939122676849365,0.21305933594703674,-1.5929341316223145,0.4964633882045746,0.2817509174346924,-0.3357756733894348,0.5516735911369324,0.36561524868011475,-1.7367579936981201,0.4134308397769928,0.36305585503578186,-0.4764100909233093,0.7342239618301392,0.490522176027298,-1.7113981246948242,0.40528297424316406,0.3894204795360565,-0.5004457831382751,0.7952960133552551,0.5157653093338013,-1.8549425601959229,0.40168699622154236,0.3820432424545288,-0.6180330514907837,0.8078356385231018,0.5092999935150146,-1.8403159379959106,0.4111548960208893,0.37375980615615845,-0.5215022563934326,0.785276472568512,0.49989622831344604,-1.7037626504898071,0.3362445831298828,0.35389894247055054,0.2573985159397125,0.17534510791301727,0.3395742177963257,-0.25679177045822144,0.4290243685245514,0.5621832013130188,-0.27313143014907837,0.19743847846984863,0.5637480020523071,-0.6596543192863464,0.45523372292518616,0.782692551612854,0.16427317261695862,0.1687672734260559,0.7959140539169312,-0.12139073759317398,0.4187830984592438,0.8174590468406677,0.19473938643932343,0.1474759429693222,0.832878053188324,-0.08876962214708328,0.5990915298461914,0.8206113576889038,-0.12712863087654114,0.2688943147659302,0.8344900608062744,-0.49387794733047485
dumping,0.3127659559249878,0.18348202109336853,-0.807166576385498,0.3304285407066345,0.16460305452346802,-0.8310297131538391,0.33819785714149475,0.1640537679195404,-0.8310678005218506,0.34629198908805847,0.16333410143852234,-0.8310668468475342,0.31873831152915955,0.16440674662590027,-0.7452574372291565,0.31785356998443604,0.16381791234016418,-0.7454116344451904,0.31742802262306213,0.16310125589370728,-0.7453532814979553,0.39181745052337646,0.1686651110649109,-0.7807956337928772,0.35953375697135925,0.16738927364349365,-0.40691685676574707,0.33691921830177307,0.2020857334136963,-0.7847169637680054,0.32348304986953735,0.2014445662498474,-0.6750107407569885,0.5143681168556213,0.2471572607755661,-0.8814565539360046,0.4093097746372223,0.27642178535461426,0.08396467566490173,0.5756381750106812,0.3878970444202423,-1.0337094068527222,0.420570433139801,0.39464107155799866,0.11843660473823547,0.6174472570419312,0.5181461572647095,-1.053733468055725,0.28949806094169617,0.3193873167037964,-0.30597150325775146,0.6396235823631287,0.5518428087234497,-1.143412470817566,0.2532663345336914,0.30055364966392517,-0.33711937069892883,0.6238381862640381,0.5551674365997314,-1.1704487800598145,0.2512664496898651,0.2905069887638092,-0.3558882474899292,0.6162970662117004,0.5463800430297852,-1.0564285516738892,0.26803311705589294,0.29561078548431396,-0.3244279623031616,0.735335648059845,0.4429197311401367,-0.29568156599998474,0.6428570747375488,0.4591182768344879,0.29607728123664856,0.6779919862747192,0.6238951683044434,-0.7562886476516724,0.4851510226726532,0.6170896291732788,-0.0944330170750618,0.7321388721466064,0.8140297532081604,-0.5695185661315918,0.5352503061294556,0.7985143661499023,0.16942399740219116,0.7709518671035767,0.8395000100135803,-0.5741620063781738,0.5882818698883057,0.8243324756622314,0.1759262979030609,0.6274445056915283,0.8768637776374817,-0.9515437483787537,0.44716447591781616,0.86994868516922,-0.06734663248062134
dumping,0.7749874591827393,0.3478066623210907,-0.09870873391628265,0.7875836491584778,0.32242298126220703,-0.0797225683927536,0.7862000465393066,0.31938451528549194,-0.0799357071518898,0.78443843126297,0.3161112070083618,-0.07999934256076813,0.7857487797737122,0.32422855496406555,-0.17575201392173767,0.7834281325340271,0.3226601481437683,-0.17594480514526367,0.7807174324989319,0.3208821713924408,-0.17598029971122742,0.7512929439544678,0.29759320616722107,0.05921338498592377,0.7510045170783997,0.3055799901485443,-0.37247470021247864,0.74693363904953,0.35430672764778137,-0.032067857682704926,0.7458199858665466,0.3538303077220917,-0.15708504617214203,0.564024031162262,0.27255839109420776,0.2888522148132324,0.5775394439697266,0.3528505265712738,-0.5723867416381836,0.4054447114467621,0.1664213240146637,0.459051251411438,0.5438108444213867,0.5122880935668945,-0.5445367097854614,0.2916252017021179,0.26229536533355713,0.3703433573246002,0.7492747902870178,0.47203847765922546,-0.07361993193626404,0.2655768096446991,0.2863865792751312,0.3712961971759796,0.7973312735557556,0.466740220785141,-0.08311647176742554,0.27194729447364807,0.29490000009536743,0.31740888953208923,0.7914801836013794,0.4494546055793762,-0.07920948415994644,0.28500044345855713,0.2878216505050659,0.34141016006469727,0.7743557095527649,0.4454549551010132,-0.05796898528933525,0.259083092212677,0.37870001792907715,0.3246960937976837,0.19548854231834412,0.40290743112564087,-0.3245031535625458,0.4277556538581848,0.5763787031173706,0.4092683792114258,0.39595723152160645,0.6067836284637451,-0.3780209422111511,0.34807586669921875,0.7961548566818237,0.5601314306259155,0.3034900426864624,0.8551175594329834,-0.24678370356559753,0.3064718246459961,0.8343913555145264,0.5692996382713318,0.26507559418678284,0.8800228834152222,-0.2357666790485382,0.43972206115722656,0.864359974861145,0.5207798480987549,0.405557781457901,0.9079422354698181,-0.3296392261981964
